"Brand_Reg","Model_No","SoldIn","Country","screensize","Screen_Area","Screen_Tech","Pasv_stnd_power","Avg_mode_power","Labelled energy consumption (kWh/year)","SubmitStatus","Product Class","Availability Status","Star2","Star Rating Index","Power supply","Brand_Reg_Upper","screensize_by_inches","Screensize category"
"SAMSUNG ELECTRONICS","UA75AU8000W","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",5,5.33070732381769,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","UA75AU8000S","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",5,5.33070732381769,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","UA75AU8000","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",5,5.33070732381769,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"KOGAN","KALED55XG9410SKA","Australia,Fiji,New Zealand","China,Indonesia",138.783,8230.118400000001,"LCD (LED)","0.4",78.8,330,"Approved","Single product class","Available",5,5.15546094080525,"Internal","KOGAN",54.63897637795275,"50 inch"
"Sony","KD-43X85J","Australia,New Zealand","Malaysia",107.95,4977.889999999999,"LCD (LED)","0.5",78.8,293,"Approved","Single product class","Available",3.5,3.6590729874431336,"Internal","SONY",42.5,"40 inch"
"Sony","KD-55X85J","Australia,New Zealand","Malaysia",138.798,8228,"LCD (LED)","0.5",118.7,440,"Approved","Single product class","Available",3.5,3.8651735448120057,"Internal","SONY",54.64488188976378,"50 inch"
"Sony","KD-65X85J","Australia,New Zealand","Malaysia",163.878,11481.120000000003,"LCD (LED)","0.5",147.1,544,"Approved","Single product class","Available",4,4.306641282564334,"Internal","SONY",64.51889763779526,"60 inch"
"Sony","KD-85X85J","Australia,New Zealand","Malaysia",214.783,19712.16,"LCD (LED)","0.5",239.8,882,"Approved","Single product class","Available",4,4.454483994442147,"Internal","SONY",84.56023622047243,"70+ inch"
"HISENSE","65A7G","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.296",107.54,458,"Approved","Single product class","Available",5,5.07670145267907,"Internal","HISENSE",64.5259842519685,"60 inch"
"HISENSE","50A7G","Australia,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.304",61.76,254,"Approved","Single product class","Available",5.5,5.519365722220251,"Internal","HISENSE",49.5003937007874,"48 inch"
"HISENSE","55A7G","Australia,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.296",75.31,304,"Approved","Single product class","Available",5.5,5.52322847238293,"Internal","HISENSE",54.63897637795275,"50 inch"
"DEVANTi","STV-316W-UHD-65","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.29",151.11,554,"Approved","Single product class","Available",4,4.223907358866596,"Internal","DEVANTI",64.5259842519685,"60 inch"
"PHILIPS","55OLED935/79","Australia,Fiji,New Zealand","China",138.798,8228,"OLED","0.5",205.62,829,"Approved","Single product class","Available",1,1.0264384592928637,"Internal","PHILIPS",54.64488188976378,"50 inch"
"Linsar","LS82UHDNF","Australia,Fiji,New Zealand","China",207.183,18341.826623999998,"LCD (LED)","0.28",168.2,651,"Approved","Single product class","Available",5.5,5.50399093294664,"Internal","LINSAR",81.56811023622046,"70+ inch"
"Kogan","KALED70TU9220SKA","Australia,Fiji,New Zealand","China",176.555,13319.8528,"LCD (LED)","0.46",135.48,550,"Approved","Single product class","Available",4.5,4.887499119778651,"Internal","KOGAN",69.50984251968504,"70+ inch"
"Linsar","LS65UHDNF","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.28",92.66,371,"Approved","Single product class","Available",6,6.0207893291425405,"Internal","LINSAR",64.5259842519685,"60 inch"
"HISENSE","32A4G","Australia,New Zealand","China",80.04,2736.7587940000003,"LCD (LED)","0.35",25.93,104,"Approved","Single product class","Available",6,6.051110422730285,"Internal","HISENSE",31.511811023622048,"32 inch"
"HISENSE","55U7G","Australia,New Zealand","China",138.548,8211.7476,"LCD (LED)","0.45",96.71,380,"Approved","Single product class","Available",4.5,4.514000251781598,"Internal","HISENSE",54.54645669291339,"50 inch"
"DEVANTI","STV-311W-UHD-75","Australia,Fiji,New Zealand","China",189.34,15318.517823999999,"LCD (LED)","-",203.37,760,"Approved","Single product class","Available",4,4.035437844893428,"Internal","DEVANTI",74.54330708661418,"70+ inch"
"LG","75QNED99TPB","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",247,904,"Approved","Single product class","Available",3,3.254797646387012,"Internal","LG",74.51771653543307,"70+ inch"
"LG","86QNED99TPB","Australia,New Zealand","Indonesia,South Korea",217.425,20200.7,"LCD (LED)","0.4",350,1280,"Approved","Single product class","Available",2.5,2.8914909474885144,"Internal","LG",85.60039370078741,"70+ inch"
"LG","75QNED91TPA","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",162,594,"Approved","Single product class","Available",5,5.136770208696005,"Internal","LG",74.51771653543307,"70+ inch"
"TCL","55C725","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.29",82.7,333,"Approved","Single product class","Available",5,5.110427211205168,"Internal","TCL",54.61062992125985,"50 inch"
"TCL","50P725","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.335",54.7,225,"Approved","Single product class","Available",6,6.056850653631297,"Internal","TCL",49.463779527559055,"48 inch"
"JVC","JV50ID7A2021Q","New Zealand","China",125.676,6740.4,"LCD (LED)","0.41",95.2,380,"Approved","Single product class","Available",3.5,3.705378974542384,"Internal","JVC",49.47874015748032,"48 inch"
"Veon","VN65ID7021","New Zealand","China",163.791,11473.08,"LCD (LED)","0.37",134.4,580,"Approved","Single product class","Available",4,4.016518199742423,"Internal","VEON",64.48464566929134,"60 inch"
"Skyworth","55SUC9300","Australia,Fiji,New Zealand","China,Indonesia",138.783,8230.118400000001,"LCD (LED)","0.4",78.8,303,"Approved","Single product class","Available",5.5,5.537994285140893,"Internal","SKYWORTH",54.63897637795275,"50 inch"
"Skyworth","55SUC9500","Australia,Fiji,New Zealand","China,Indonesia",138.783,8230.118400000001,"LCD (LED)","0.4",78.8,303,"Approved","Single product class","Available",5.5,5.537994285140893,"Internal","SKYWORTH",54.63897637795275,"50 inch"
"Skyworth","55SUC****","Australia,Fiji,New Zealand","China,Indonesia",138.783,8230.118400000001,"LCD (LED)","0.4",78.8,303,"Approved","Single product class","Available",5.5,5.537994285140893,"Internal","SKYWORTH",54.63897637795275,"50 inch"
"Skyworth","86SUC9500","Australia,Fiji,New Zealand","China,Indonesia",217.427,20200.368384,"LCD (LED)","0.41",214.72,893,"Approved","Single product class","Available",4.5,4.504860044520296,"Internal","SKYWORTH",85.6011811023622,"70+ inch"
"Skyworth","86SUC9000","Australia,Fiji,New Zealand","China,Indonesia",217.427,20200.368384,"LCD (LED)","0.41",214.72,893,"Approved","Single product class","Available",4.5,4.504860044520296,"Internal","SKYWORTH",85.6011811023622,"70+ inch"
"HISENSE","75A7G","Australia,New Zealand","China",189.274,15307.855004000001,"LCD (LED)","0.304",125.66,528,"Approved","Single product class","Available",5.5,5.664686296385817,"Internal","HISENSE",74.51732283464567,"70+ inch"
"Skyworth","86G51","Australia,Fiji,New Zealand","China,Indonesia",217.427,20200.368384,"LCD (LED)","0.41",214.72,893,"Approved","Single product class","Available",4.5,4.504860044520296,"Internal","SKYWORTH",85.6011811023622,"70+ inch"
"Skyworth","STL-86G51","Australia,Fiji,New Zealand","China,Indonesia",217.427,20200.368384,"LCD (LED)","0.41",214.72,893,"Approved","Single product class","Available",4.5,4.504860044520296,"Internal","SKYWORTH",85.6011811023622,"70+ inch"
"Skyworth","86SUC****","Australia,Fiji,New Zealand","China,Indonesia",217.427,20200.368384,"LCD (LED)","0.41",214.72,893,"Approved","Single product class","Available",4.5,4.504860044520296,"Internal","SKYWORTH",85.6011811023622,"70+ inch"
"Sony","XR-65X95J","Australia,New Zealand","Malaysia",163.878,11481.120000000003,"LCD","0.5",173,642,"Approved","Single product class","Available",3.5,3.5643430809874426,"Internal","SONY",64.51889763779526,"60 inch"
"Sony","XR-75X95J","Australia,New Zealand","Malaysia",189.306,15312,"LCD","0.5",206,763,"Approved","Single product class","Available",4,4.015959057823576,"Internal","SONY",74.52992125984252,"70+ inch"
"Sony","XR-85X95J","Australia,New Zealand","Malaysia",214.783,19712.16,"LCD","0.5",221,818,"Approved","Single product class","Available",4.5,4.792068114441976,"Internal","SONY",84.56023622047243,"70+ inch"
"VEON","VN58U22021","Australia,Fiji,New Zealand","China,Indonesia",146.13,9168.05952,"LCD (LED)","0.4",106.5,450,"Approved","Single product class","Available",4,4.213086541630442,"Internal","VEON",57.531496062992126,"60 inch"
"LG","86QNED91TPA","Australia,New Zealand","Indonesia,South Korea",217.425,20200.7,"LCD (LED)","0.4",212,776,"Approved","Single product class","Available",5,5.134275172185824,"Internal","LG",85.60039370078741,"70+ inch"
"PHILIPS","65OLED935/79","Australia,Fiji,New Zealand","China",163.897,11477.9975,"OLED","0.5",251.06,1011,"Approved","Single product class","Available",1.5,1.528150333884728,"Internal","PHILIPS",64.52637795275591,"60 inch"
"kogan","KALED50XU9210STD","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.38",77,284,"Approved","Single product class","Available",5,5.01324516028287,"Internal","KOGAN",49.463779527559055,"48 inch"
"kogan","KALED50XU9220STC","Australia,Fiji,New Zealand","China",125.638,6745.2,"LCD (LED)","0.38",77,284,"Approved","Single product class","Available",5,5.01324516028287,"Internal","KOGAN",49.463779527559055,"48 inch"
"kogan","KAQLED75XR9510STB","Australia,Fiji,New Zealand","China",189.306,15312,"LCD (LED)","0.4",171,627,"Approved","Single product class","Available",4.5,4.895713321369865,"Internal","KOGAN",74.52992125984252,"70+ inch"
"EKO","K70USW","Australia","China",176.566,13118.7698,"LCD (LED)","0.32",139.54,572,"Approved","Single product class","Available",4.5,4.646994909492895,"Internal","EKO",69.51417322834645,"70+ inch"
"TCL","55P725","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.34",64.7,262,"Approved","Single product class","Available",6,6.185062730838383,"Internal","TCL",54.61062992125985,"50 inch"
"TCL","65P725","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.311",73.1,300,"Approved","Single product class","Available",6,6.968577090101265,"Internal","TCL",64.4996062992126,"60 inch"
"KOGAN","LE-55 series","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","-",80.2,320,"Approved","Single product class","Available",5,5.293361671010193,"Internal","KOGAN",54.63897637795275,"50 inch"
"SAMSUNG ELECTRONICS","QA65QN700AW","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",220,806,"Approved","Single product class","Available",2.5,2.5395839059836804,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA65QN700AS","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",220,806,"Approved","Single product class","Available",2.5,2.5395839059836804,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA65QN700A","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",220,806,"Approved","Single product class","Available",2.5,2.5395839059836804,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA75QN700AW","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",242,886,"Approved","Single product class","Available",3,3.3461708500067613,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","QA75QN700AS","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",242,886,"Approved","Single product class","Available",3,3.3461708500067613,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","QA75QN700A","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",242,886,"Approved","Single product class","Available",3,3.3461708500067613,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"LG","75QNED96TPA","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",192,703,"Approved","Single product class","Available",4,4.381751426142053,"Internal","LG",74.51771653543307,"70+ inch"
"HISENSE","75U7G","Australia,New Zealand","China",189.34,15318.517823999999,"LCD (LED)","0.297",173.3,684,"Approved","Single product class","Available",4.5,4.507602579376243,"Internal","HISENSE",74.54330708661418,"70+ inch"
"PHILIPS","55HFL2899T/79","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.22",57,238,"Approved","Single product class","Available",6,6.620087540427892,"Internal","PHILIPS",54.63897637795275,"50 inch"
"PHILIPS","65HFL2899T/79","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.26",70.4,295,"Approved","Single product class","Available",7,7.048050502129969,"Internal","PHILIPS",64.5259842519685,"60 inch"
"HISENSE","55U8G","Australia","China",138.783,8230.118400000001,"LCD (LED)","0.346",111.93,468,"Approved","Single product class","Available",3.5,3.5897619125363893,"Internal","HISENSE",54.63897637795275,"50 inch"
"Linsar","LS70UHDNF","Australia","China",176.563,13320.853056,"LCD (LED)","0.573",111.08,429,"Approved","Single product class","Available",6,6.001278565074133,"Internal","LINSAR",69.51299212598424,"70+ inch"
"HISENSE","65U8G","Australia,New Zealand","China",163.896,11478.122496000002,"LCD","0.368",151.23,638,"Approved","Single product class","Available",3.5,3.5912491629830012,"Internal","HISENSE",64.5259842519685,"60 inch"
"FURRION","FDFD24A0D","Australia,Fiji,New Zealand","China",60.468,1562.555,"LCD","-",22,85,"Approved","Single product class","Available",5,5.082021380470149,"Internal","FURRION",23.806299212598425,"24 inch"
"HISENSE","75U90G","Australia,New Zealand","China",189.34,15318.517823999999,"LCD (LED)","0.354",284.19,1190,"Approved","Single product class","Available",2,2.0260131934329992,"Internal","HISENSE",74.54330708661418,"70+ inch"
"CHiQ","U50G7H","Australia,Fiji,New Zealand","China",125.725,6751.36,"LCD (LED)","-",72,265,"Approved","Single product class","Available",5,5.32726460078863,"Internal","CHIQ",49.49803149606299,"48 inch"
"CHiQ","U55G7H","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","-",95,349,"Approved","Single product class","Available",4.5,4.900116709532181,"Internal","CHIQ",54.61062992125985,"50 inch"
"CHiQ","U65G7H","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","-",138,506,"Approved","Single product class","Available",4.5,4.62589592565582,"Internal","CHIQ",64.4996062992126,"60 inch"
"HISENSE","65U7G","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.28",119.45,492,"Approved","Single product class","Available",4.5,4.755789053658901,"Internal","HISENSE",64.5259842519685,"60 inch"
"HISENSE","43A7G","Australia,New Zealand","China",107.986,4982.795156,"LCD (LED)","0.32",57.75,240,"Approved","Single product class","Available",4.5,4.557136890445541,"Internal","HISENSE",42.51417322834646,"40 inch"
"LG","55UP7*50PVG","Australia,New Zealand","Indonesia,South Korea",138.783,8230.1184,"LCD (LED)","0.4",115,422,"Approved","Single product class","Available",4,4.05342300098052,"Internal","LG",54.63897637795275,"50 inch"
"LG","55UP7550PVG","Australia,New Zealand","Indonesia,South Korea",138.783,8230.1184,"LCD (LED)","0.4",115,422,"Approved","Single product class","Available",4,4.05342300098052,"Internal","LG",54.63897637795275,"50 inch"
"LG","55UP7750PVG","Australia,New Zealand","Indonesia,South Korea",138.783,8230.1184,"LCD (LED)","0.4",115,422,"Approved","Single product class","Available",4,4.05342300098052,"Internal","LG",54.63897637795275,"50 inch"
"LG","43UP7*50PVG","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.4",78,287,"Approved","Single product class","Available",3.5,3.75560001960934,"Internal","LG",42.514566929133856,"40 inch"
"LG","43UP7550PVG","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.4",78,287,"Approved","Single product class","Available",3.5,3.75560001960934,"Internal","LG",42.514566929133856,"40 inch"
"LG","43UP7750PVG","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.4",78,287,"Approved","Single product class","Available",3.5,3.75560001960934,"Internal","LG",42.514566929133856,"40 inch"
"LG","50UP7*50PVG","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",92,338,"Approved","Single product class","Available",4,4.23875779420225,"Internal","LG",49.4988188976378,"48 inch"
"LG","50UP7550PVG","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",92,338,"Approved","Single product class","Available",4,4.23875779420225,"Internal","LG",49.4988188976378,"48 inch"
"LG","50UP7750PVG","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",92,338,"Approved","Single product class","Available",4,4.23875779420225,"Internal","LG",49.4988188976378,"48 inch"
"LG","70UP8050PVB","Australia,New Zealand","Indonesia,South Korea",176.564,13320.7184,"LCD (LED)","0.4",153,561,"Approved","Single product class","Available",4.5,4.799031899995404,"Internal","LG",69.51338582677165,"70+ inch"
"LG","32LT662MBTB","Australia,New Zealand","Indonesia,South Korea",80.043,2737.0770999999995,"LCD (LED)","0.4",33,123,"Approved","Single product class","Available",5,5.299572454875552,"Internal","LG",31.512992125984255,"32 inch"
"HISENSE","40A4G","Australia,New Zealand","China",100.332,4261.934154240001,"LCD (LED)","0.5",31.27,135,"Approved","Single product class","Available",6,6.527728250552346,"Internal","HISENSE",39.5007874015748,"40 inch"
"HISENSE","85U7G","Australia,New Zealand","China",214.783,19712.16,"LCD (LED)","0.28",227.42,952,"Approved","Single product class","Available",4,4.112224590866406,"Internal","HISENSE",84.56023622047243,"70+ inch"
"EKO","K750USG","Australia","China",189.442,15337.79,"LCD (LED)","0.34",191.4,758,"Approved","Single product class","Available",4,4.052634931284711,"Internal","EKO",74.58346456692914,"70+ inch"
"EKO","K550USG","Australia","China",138.897,8252.2,"LCD (LED)","0.34",72.3,273,"Approved","Single product class","Available",6,6.016298854719112,"Internal","EKO",54.68385826771653,"50 inch"
"kogan","KALED32RH9210STB","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.3",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","KOGAN",31.48307086614173,"32 inch"
"kogan","KALED32RH9220STB","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.3",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","KOGAN",31.48307086614173,"32 inch"
"HISENSE","85U8G","Australia,New Zealand","China",214.783,19712.16,"LCD (LED)","0.292",228.29,952,"Approved","Single product class","Available",4,4.112224590866406,"Internal","HISENSE",84.56023622047243,"70+ inch"
"JVC","AV-HQ507115A","Australia,Fiji","China",125.731,6754.867344,"LCD (LED)","-",56.97,256,"Approved","Single product class","Available",5,5.484217148959526,"Internal","JVC",49.5003937007874,"48 inch"
"CAIXUN","LE-32K1","Australia,New Zealand","China",80.19,2747.07,"LCD","0.37",25.21,98,"Approved","Single product class","Available",6,6.330835824725629,"Internal","CAIXUN",31.57086614173228,"32 inch"
"CAIXUN","LE-32S1","Australia,New Zealand","China",80.19,2747.07,"LCD","0.37",25.21,98,"Approved","Single product class","Available",6,6.330835824725629,"Internal","CAIXUN",31.57086614173228,"32 inch"
"CAIXUN","LE-32F2","Australia,New Zealand","China",80.19,2747.07,"LCD","0.37",25.21,98,"Approved","Single product class","Available",6,6.330835824725629,"Internal","CAIXUN",31.57086614173228,"32 inch"
"CAIXUN","LE-32K1, LE-32S1, LE-32F2","Australia,New Zealand","China",80.19,2747.07,"LCD","0.37",25.21,98,"Approved","Single product class","Available",6,6.330835824725629,"Internal","CAIXUN",31.57086614173228,"32 inch"
"CAIXUN","LE-43N1","Australia,Fiji,New Zealand","Australia",107.988,4973.76,"LCD","0.41",59.24,220,"Approved","Single product class","Available",4.5,4.9399410860390915,"Internal","CAIXUN",42.51496062992126,"40 inch"
"CAIXUN","LE-43F2","Australia,Fiji,New Zealand","Australia",107.988,4973.76,"LCD","0.41",59.24,220,"Approved","Single product class","Available",4.5,4.9399410860390915,"Internal","CAIXUN",42.51496062992126,"40 inch"
"CAIXUN","LE-43S1","Australia,Fiji,New Zealand","Australia",107.988,4973.76,"LCD","0.41",59.24,220,"Approved","Single product class","Available",4.5,4.9399410860390915,"Internal","CAIXUN",42.51496062992126,"40 inch"
"CAIXUN","LE-43N1, LE-43F2, LE-43S1","Australia,Fiji,New Zealand","Australia",107.988,4973.76,"LCD","0.41",59.24,220,"Approved","Single product class","Available",4.5,4.9399410860390915,"Internal","CAIXUN",42.51496062992126,"40 inch"
"CAIXUN","LE-40N1","Australia,New Zealand","Australia",100.266,4262.22,"LCD","0.39",38.82,155,"Approved","Single product class","Available",5.5,5.9088766847059,"Internal","CAIXUN",39.4748031496063,"40 inch"
"CAIXUN","LE-40F2","Australia,New Zealand","Australia",100.266,4262.22,"LCD","0.39",38.82,155,"Approved","Single product class","Available",5.5,5.9088766847059,"Internal","CAIXUN",39.4748031496063,"40 inch"
"CAIXUN","LE-40S1","Australia,New Zealand","Australia",100.266,4262.22,"LCD","0.39",38.82,155,"Approved","Single product class","Available",5.5,5.9088766847059,"Internal","CAIXUN",39.4748031496063,"40 inch"
"CAIXUN","LE-40N1, LE-40F2, LE-40S1","Australia,New Zealand","Australia",100.266,4262.22,"LCD","0.39",38.82,155,"Approved","Single product class","Available",5.5,5.9088766847059,"Internal","CAIXUN",39.4748031496063,"40 inch"
"JVC","AV-HQ557115A","Australia,Fiji","China",138.783,8230.118400000001,"LCD (LED)","-",63.94,320,"Approved","Single product class","Available",5,5.293361671010193,"Internal","JVC",54.63897637795275,"50 inch"
"PHILIPS","19HFL5014W/12","Australia,Fiji,New Zealand","China",47.013,944.1791999999999,"LCD (LED)","0.31",14.61,61,"Approved","Single product class","Available",5,5.138385828243317,"EPS","PHILIPS",18.509055118110236,"24 inch"
"PHILIPS","19HFL5114W/12","Australia,Fiji,New Zealand","China",47.013,944.1791999999999,"LCD (LED)","0.31",14.61,61,"Approved","Single product class","Available",5,5.138385828243317,"EPS","PHILIPS",18.509055118110236,"24 inch"
"LG","43UR640S0TD","Australia,New Zealand","Indonesia,South Korea",107.987,4982.7128,"LCD (LED)","0.4",79,291,"Approved","Single product class","Available",3.5,3.693572453361716,"Internal","LG",42.514566929133856,"40 inch"
"LG","50UR640S0TD","Australia,New Zealand","Indonesia,South Korea",125.727,6754.5112,"LCD (LED)","0.4",95,349,"Approved","Single product class","Available",4,4.095235713771112,"Internal","LG",49.4988188976378,"48 inch"
"LG","55UR640S0TD","Australia,New Zealand","Indonesia,South Korea",138.783,8230.118400000001,"LCD (LED)","0.4",113,415,"Approved","Single product class","Available",4,4.1283827912446815,"Internal","LG",54.63897637795275,"50 inch"
"LG","65UR640S0TD","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",156,572,"Approved","Single product class","Available",4,4.080571070608947,"Internal","LG",64.52637795275591,"60 inch"
"LG","75UR640S0TD","Australia,New Zealand","Indonesia,South Korea",189.275,15307.5663,"LCD (LED)","0.4",180,659,"Approved","Single product class","Available",4.5,4.67140065385891,"Internal","LG",74.51771653543307,"70+ inch"
"LG","86UR640S0TD","Australia,New Zealand","Indonesia,South Korea",217.425,20200.7,"LCD (LED)","0.4",241,882,"Approved","Single product class","Available",4.5,4.560476220481952,"Internal","LG",85.60039370078741,"70+ inch"
"TCL","55C825","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.377",130.6,527,"Approved","Single product class","Available",3,3.0531951923666925,"Internal","TCL",54.61062992125985,"50 inch"
"TCL","65C825","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.398",171,690,"Approved","Single product class","Available",3,3.2359613903435784,"Internal","TCL",64.4996062992126,"60 inch"
"TCL","75C825","Australia,Fiji,New Zealand","China",189.306,15312,"LCD (LED)","0.386",206,830,"Approved","Single product class","Available",3.5,3.63876837043656,"Internal","TCL",74.52992125984252,"70+ inch"
"LOEWE","BILD v.65","Australia","Germany",163.878,11481.120000000003,"OLED","0.35",135,517,"Approved","Single product class","Available",4.5,4.534774123722858,"Internal","LOEWE",64.51889763779526,"60 inch"
"TOSHIBA","50C350KP","Australia,New Zealand","China",125.731,6754.867344,"LCD (LED)","0.267",66.16,280,"Approved","Single product class","Available",5,5.082627418214837,"Internal","TOSHIBA",49.5003937007874,"48 inch"
"TOSHIBA","43C350KP","Australia,New Zealand","China",107.986,4982.795156,"LCD (LED)","0.312",63.45,269,"Approved","Single product class","Available",4,4.045930290084405,"Internal","TOSHIBA",42.51417322834646,"40 inch"
"TOSHIBA","55C350KP","Australia,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.302",81.49,339,"Approved","Single product class","Available",5,5.034877339973175,"Internal","TOSHIBA",54.63897637795275,"50 inch"
"TOSHIBA","65C350KP","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.273",107.27,453,"Approved","Single product class","Available",5,5.125894264062151,"Internal","TOSHIBA",64.5259842519685,"60 inch"
"VEON","VN50U22021","Australia,Fiji,New Zealand","China,Indonesia",125.731,6754.867344,"LCD (LED)","0.38",93.82,380,"Approved","Single product class","Available",3.5,3.714083950332262,"Internal","VEON",49.5003937007874,"48 inch"
"LG","65QNED91TPA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",120,440,"Approved","Single product class","Available",5,5.256335563565565,"Internal","LG",64.52637795275591,"60 inch"
"LG","65QNED96TPA","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",164,601,"Approved","Single product class","Available",3.5,3.8589382120112505,"Internal","LG",64.52637795275591,"60 inch"
"LG","65QNED99TPB","Australia,New Zealand","Indonesia,South Korea",163.897,11477.9975,"LCD (LED)","0.4",220,805,"Approved","Single product class","Available",2.5,2.5492550902622355,"Internal","LG",64.52637795275591,"60 inch"
"BAUHN","ATV75UHDW-0621","Australia,Fiji,New Zealand","China",189.273,15307.690038000002,"LCD (LED)","0.37",106.97,393,"Approved","Single product class","Available",6,6.987943746291522,"Internal","BAUHN",74.51692913385827,"70+ inch"
"JVC","AV-HQ657115A","Australia,Fiji","China",163.897,11477.9975,"LCD (LED)","-",91.7,430,"Approved","Single product class","Available",5,5.359361253034525,"Internal","JVC",64.52637795275591,"60 inch"
"TEAC","LE70L521","Australia,Fiji,New Zealand","China",176.57,13119.418367999999,"LCD (LED)","-",149.34,560,"Approved","Single product class","Available",4.5,4.742221229851546,"Internal","TEAC",69.51574803149606,"70+ inch"
"EKO","K650USG","Australia","China",163.791,11473.08,"LCD (LED)","0.37",134.4,580,"Approved","Single product class","Available",4,4.016518199742423,"Internal","EKO",64.48464566929134,"60 inch"
"EKO","K700USG","Australia,Fiji","China",176.505,13319.08,"LCD (LED)","0.343",160,640,"Approved","Single product class","Available",4,4.208093332227213,"Internal","EKO",69.49015748031496,"70+ inch"
"EKO","K85USW","Australia","China",214.637,19656,"LCD (LED)","0.35",305.2,1116,"Approved","Single product class","Available",3,3.3875961767535685,"Internal","EKO",84.5027559055118,"70+ inch"
