"Brand_Reg","Model_No","SoldIn","Country","screensize","Screen_Area","Screen_Tech","Pasv_stnd_power","Avg_mode_power","Labelled energy consumption (kWh/year)","SubmitStatus","Product Class","Availability Status","Star2","Star Rating Index","Power supply","Brand_Reg_Upper","screensize_by_inches","Screensize category"
"BLAUPUNKT","BP50WOS","Australia","China",125.727,6754.5112,"LCD (LED)","0.38",78.3,288,"Approved","Single product class","Available",4.5,4.956167795092916,"Internal","BLAUPUNKT",49.4988188976378,"48 inch"
"EKO","K58USW","Australia","China",146.059,9161.78,"LCD (LED)","0.39",102.9,378,"Approved","Single product class","Available",4.5,4.991584760760885,"Internal","EKO",57.50354330708661,"60 inch"
"CHiQ","L40G7H","Australia,Fiji,New Zealand","China",100.305,4258.3,"LCD (LED)","-",50,184,"Approved","Single product class","Available",5,5.136724096384335,"Internal","CHIQ",39.49015748031496,"40 inch"
"EKO","K420FSG","Australia","China",105.396,4684.68,"LCD (LED)","0.36",57.6,230,"Approved","Single product class","Available",4.5,4.50639561391739,"Internal","EKO",41.494488188976376,"40 inch"
"EKO","K42FSG","Australia","China",105.396,4684.68,"LCD (LED)","0.36",57.6,230,"Approved","Single product class","Available",4.5,4.50639561391739,"Internal","EKO",41.494488188976376,"40 inch"
"SAMSUNG ELECTRONICS","QA65LS01TAW","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",125,459,"Approved","Single product class","Available",5,5.062773705241075,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA65LS01TAS","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",125,459,"Approved","Single product class","Available",5,5.062773705241075,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"Kogan","KALED70UN8910SGA","Australia,New Zealand","China",176.564,13320.7184,"LCD","-",140.1,515,"Approved","Single product class","Available",5,5.182435338522252,"Internal","KOGAN",69.51338582677165,"70+ inch"
"HISENSE","75U8G","Australia,New Zealand","China",189.274,15307.855004000001,"LCD (LED)","-",169.86,683,"Approved","Single product class","Available",4.5,4.5111751402328695,"Internal","HISENSE",74.51732283464567,"70+ inch"
"VEON","VN55WOS2021","Australia,Fiji,New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.362",104.9,404,"Approved","Single product class","Available",4,4.248770058146791,"Internal","VEON",54.63897637795275,"50 inch"
"VEON","VN58U22021N","Australia,Fiji,New Zealand","China,Indonesia",146.13,9168.05952,"LCD (LED)","0.37",115.41,450,"Approved","Single product class","Available",4,4.213086541630442,"Internal","VEON",57.531496062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA55QN700AS","Australia,Fiji,New Zealand","Vietnam",138.711,8221.2,"LCD (LED)","0.5",198,726,"Approved","Single product class","Available",1.5,1.61757464946179,"Internal","SAMSUNG ELECTRONICS",54.61062992125985,"50 inch"
"EKO","K65USW","Australia","China",163.888,11477.194,"LCD (LED)","0.32",127.8,510,"Approved","Single product class","Available",4.5,4.594420943933631,"Internal","EKO",64.52283464566929,"60 inch"
"Gorilla","GSTV42TV1","Australia,Fiji,New Zealand","China",105.348,4675.4400000000005,"LCD (LED)","0.58",43,160,"Approved","Single product class","Available",6,6.12503142348359,"Internal","GORILLA",41.4755905511811,"40 inch"
"BAUHN","ATV82UHDW-0721","Australia","China",207.183,18341.826623999998,"LCD (LED)","0.28",168.2,651,"Approved","Single product class","Available",5.5,5.50399093294664,"Internal","BAUHN",81.56811023622046,"70+ inch"
"Gorilla","GSTV32TV3","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.35",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","GORILLA",31.48307086614173,"32 inch"
"KONIC","KUD65MD686AS2","New Zealand","China",163.896,11478.122496000002,"LCD","0.41",122.59,450,"Approved","Single product class","Available",5,5.155671251474673,"Internal","KONIC",64.5259842519685,"60 inch"
"BAUHN","ATV50UHDG-0521","Australia","China",125.731,6754.867344,"LCD (LED)","0.38",58.47,225,"Approved","Single product class","Available",6,6.062665602947731,"Internal","BAUHN",49.5003937007874,"48 inch"
"SHARP","8T-C70DW1X","Australia,Fiji,New Zealand","Malaysia",176.586,13323.988699999998,"LCD (LED)","0.24",178,653,"Approved","Single product class","Available",4,4.119545498871114,"Internal","SHARP",69.5220472440945,"70+ inch"
"SHARP","4T-C70CK3X","Australia,Fiji,New Zealand","Malaysia",176.815,13360.47,"LCD (LED)","0.49",157.82,580,"Approved","Single product class","Available",4.5,4.662455826012662,"Internal","SHARP",69.61220472440945,"70+ inch"
"SHARP","4T-C60CK1X","Australia,Fiji,New Zealand","Malaysia",152.663,9958.2104,"LCD (LED)","0.49",128.8,474,"Approved","Single product class","Available",4,4.325413975647905,"Internal","SHARP",60.10354330708662,"60 inch"
"SHARP","2T-C32BG1X","Australia,Fiji,New Zealand","Malaysia",80.034,2736.6848,"LCD (LED)","0.24",33.52,125,"Approved","Single product class","Available",5,5.226778437929547,"Internal","SHARP",31.50944881889764,"32 inch"
"CHiQ","L32G7H","Australia,Fiji,New Zealand","China",79.967,2732.2400000000002,"LCD (LED)","0.3",28,104,"Approved","Single product class","Available",6,6.04521473860549,"Internal","CHIQ",31.48307086614173,"32 inch"
"CHiQ","U43G7H","Australia,Fiji,New Zealand","China",107.863,4972.599999999999,"LCD (LED)","-",65,240,"Approved","Single product class","Available",4.5,4.549090282769516,"Internal","CHIQ",42.46574803149606,"40 inch"
"BAUHN","ATV65UHDW-1021","Australia","China",163.896,11478.122496000002,"LCD (LED)","0.3594",95.274,367,"Approved","Single product class","Available",6,6.0693688847202,"Internal","BAUHN",64.5259842519685,"60 inch"
"SAMSUNG ELECTRONICS","QA85LS03AAW","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",225,824,"Approved","Single product class","Available",4.5,4.759317029933,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA85LS03AAS","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",225,824,"Approved","Single product class","Available",4.5,4.759317029933,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"HISENSE","85U80G","Australia,New Zealand","China",214.783,19712.16,"LCD (LED)","0.35",270.3,1088,"Approved","Single product class","Available",3.5,3.5138143216110955,"Internal","HISENSE",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","HG55Q60AAAW","Australia,Fiji,New Zealand","Vietnam",138.711,8221.2,"LCD (LED)","0.5",84,310,"Approved","Single product class","Available",5,5.431163311709696,"Internal","SAMSUNG ELECTRONICS",54.61062992125985,"50 inch"
"SAMSUNG ELECTRONICS","HG65Q60AAAW","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",104,383,"Approved","Single product class","Available",5.5,5.873978957706609,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","HG75Q60AAAW","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",195,715,"Approved","Single product class","Available",4,4.307141519551798,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"TCL","55C727","Australia,Fiji,New Zealand","China",138.711,8221.2,"LCD (LED)","0.342",133.1,537,"Approved","Single product class","Available",2.5,2.968955491704075,"Internal","TCL",54.61062992125985,"50 inch"
"TCL","65C727","Australia,Fiji,New Zealand","China",163.829,11466.84,"LCD (LED)","0.404",147.1,593,"Approved","Single product class","Available",3.5,3.914883983899757,"Internal","TCL",64.4996062992126,"60 inch"
"TCL","75C727","Australia,Fiji,New Zealand","China",189.306,15312,"LCD (LED)","0.398",180.9,730,"Approved","Single product class","Available",4,4.214098313390782,"Internal","TCL",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","HG43Q60AAAW","Australia,Fiji,New Zealand","Vietnam",107.95,4977.889999999999,"LCD (LED)","0.5",69,255,"Approved","Single product class","Available",4,4.281582860753533,"Internal","SAMSUNG ELECTRONICS",42.5,"40 inch"
"SAMSUNG ELECTRONICS","HG50Q60AAAW","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",78,288,"Approved","Single product class","Available",4.5,4.954273072870684,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"HISENSE","65U80G","Australia,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.33",194.11,812,"Approved","Single product class","Available",2.5,2.5105006699319685,"Internal","HISENSE",64.5259842519685,"60 inch"
"KOGAN","KALED19PRIZB","Australia,Fiji,New Zealand","China",47.013,944.1791999999999,"LCD (LED)","0.24952398",16.1448,62,"Approved","Single product class","Available",5,5.065515602883841,"Internal","KOGAN",18.509055118110236,"24 inch"
"SAMSUNG ELECTRONICS","QA55Q60ABW","Australia,Fiji,New Zealand","Vietnam",138.798,8228,"LCD (LED)","0.5",88,324,"Approved","Single product class","Available",5,5.236627970976682,"Internal","SAMSUNG ELECTRONICS",54.64488188976378,"50 inch"
"SAMSUNG ELECTRONICS","QA55Q60ABS","Australia,Fiji,New Zealand","Vietnam",138.798,8228,"LCD (LED)","0.5",88,324,"Approved","Single product class","Available",5,5.236627970976682,"Internal","SAMSUNG ELECTRONICS",54.64488188976378,"50 inch"
"SAMSUNG ELECTRONICS","QA65Q60ABW","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",117,430,"Approved","Single product class","Available",5,5.355253595377076,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA65Q60ABS","Australia,Fiji,New Zealand","Vietnam",163.829,11466.84,"LCD (LED)","0.5",117,430,"Approved","Single product class","Available",5,5.355253595377076,"Internal","SAMSUNG ELECTRONICS",64.4996062992126,"60 inch"
"SAMSUNG ELECTRONICS","QA75Q60ABW","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",5,5.330707323817691,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","QA75Q60ABS","Australia,Fiji,New Zealand","Vietnam",189.306,15312,"LCD (LED)","0.5",155,569,"Approved","Single product class","Available",5,5.330707323817691,"Internal","SAMSUNG ELECTRONICS",74.52992125984252,"70+ inch"
"SAMSUNG ELECTRONICS","QA85Q60ABW","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",176,645,"Approved","Single product class","Available",5.5,5.856907400218116,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA85Q60ABS","Australia,Fiji,New Zealand","Vietnam",214.783,19712.16,"LCD (LED)","0.5",176,645,"Approved","Single product class","Available",5.5,5.856907400218116,"Internal","SAMSUNG ELECTRONICS",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","QA50Q60ABS","Australia,Fiji,New Zealand","Vietnam",125.725,6751.36,"LCD (LED)","0.5",82,302,"Approved","Single product class","Available",4.5,4.74155557796945,"Internal","SAMSUNG ELECTRONICS",49.49803149606299,"48 inch"
"SAMSUNG ELECTRONICS","QA43Q60ABS","Australia,Fiji,New Zealand","Vietnam",107.95,4977.889999999999,"LCD (LED)","0.5",72,266,"Approved","Single product class","Available",4,4.092320104225092,"Internal","SAMSUNG ELECTRONICS",42.5,"40 inch"
"TOSHIBA","75C350KP","Australia,New Zealand","China",189.274,15307.826135039999,"LCD (LED)","0.387",131.33,547,"Approved","Single product class","Available",5.5,5.50624872605241,"Internal","TOSHIBA",74.51732283464567,"70+ inch"
"SMTV","LED-43JIL0421-1","Australia,Fiji,New Zealand","China",107.912,4982,"LCD (LED)","0.38",50.909,188,"Approved","Single product class","Available",5.5,5.65085899801826,"Internal","SMTV",42.485039370078745,"40 inch"
"EKO","K400FSG","Australia,Fiji,New Zealand","China",100.332,4261.934154240001,"LCD (LED)","0.63",41.5,155,"Approved","Single product class","Available",5.5,5.908618544413956,"Internal","EKO",39.5007874015748,"40 inch"
"JVC","LT-55N7125A","Australia,Fiji,New Zealand","China",139.022,8253.72,"LCD","0.38",106.02,430,"Approved","Single product class","Available",3.5,3.9810903951176293,"Internal","JVC",54.73307086614173,"50 inch"
"AKAI","AK5821S6WOS","Australia,Fiji,New Zealand","China",146.068,9162.865152,"LCD (LED)","0.27",76.37,301,"Approved","Single product class","Available",6,6.012873325950687,"Internal","AKAI",57.50708661417323,"60 inch"
"SHARP","2T-C42BG1X","Australia,Fiji,New Zealand","Malaysia",105.415,4682.5925,"LCD (LED)","0.34",47.72,177,"Approved","Single product class","Available",5.5,5.678474523916174,"Internal","SHARP",41.50196850393701,"40 inch"
"AKAI","AK6521S6WOS","Australia,Fiji,New Zealand","China",163.896,11478.122496000002,"LCD (LED)","0.28",92.66,371,"Approved","Single product class","Available",6,6.0207893291425405,"Internal","AKAI",64.5259842519685,"60 inch"
"KONKA","KUD55WT808AN","New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.28",92.33,340,"Approved","Single product class","Available",5,5.02167727117258,"Internal","KONKA",54.63897637795275,"50 inch"
"KONKA","UDG55NR680ANTS","New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.28",92.33,340,"Approved","Single product class","Available",5,5.02167727117258,"Internal","KONKA",54.63897637795275,"50 inch"
"KONKA","55AN","New Zealand","China",138.783,8230.118400000001,"LCD (LED)","0.28",92.33,340,"Approved","Single product class","Available",5,5.02167727117258,"Internal","KONKA",54.63897637795275,"50 inch"
"HISENSE","85A7G","Australia,New Zealand","China",214.783,19712.16,"LCD (LED)","0.37",172.02,698,"Approved","Single product class","Available",5.5,5.503015094115111,"Internal","HISENSE",84.56023622047243,"70+ inch"
"SAMSUNG ELECTRONICS","UA70AU7000W","Australia,Fiji,New Zealand","Vietnam",176.497,13104.539999999999,"LCD (LED)","0.5",135,496,"Approved","Single product class","Available",5,5.281262908225567,"Internal","SAMSUNG ELECTRONICS",69.48700787401576,"70+ inch"
"SAMSUNG ELECTRONICS","UA70AU7000S","Australia,Fiji,New Zealand","Vietnam",176.497,13104.539999999999,"LCD (LED)","0.5",135,496,"Approved","Single product class","Available",5,5.281262908225567,"Internal","SAMSUNG ELECTRONICS",69.48700787401576,"70+ inch"
"SAMSUNG ELECTRONICS","UA70AU7000","Australia,Fiji,New Zealand","Vietnam",176.497,13104.539999999999,"LCD (LED)","0.5",135,496,"Approved","Single product class","Available",5,5.281262908225567,"Internal","SAMSUNG ELECTRONICS",69.48700787401576,"70+ inch"
"KONKA","UDG50NR680ANTS","New Zealand","China",125.731,6754.867344,"LCD (LED)","0.37",75.43,279,"Approved","Single product class","Available",5,5.0986611387808685,"Internal","KONKA",49.5003937007874,"48 inch"
"KONKA","KUD50WT808AN","New Zealand","China",125.731,6754.867344,"LCD (LED)","0.37",75.43,279,"Approved","Single product class","Available",5,5.0986611387808685,"Internal","KONKA",49.5003937007874,"48 inch"
"KONKA","50AN","New Zealand","China",125.731,6754.867344,"LCD (LED)","0.37",75.43,279,"Approved","Single product class","Available",5,5.0986611387808685,"Internal","KONKA",49.5003937007874,"48 inch"
"METZ","65MXD9500A","Australia,Fiji,New Zealand","China,Indonesia",164.249,11554.4,"OLED","0.38",139.4,586,"Approved","Single product class","Available",4,4.000233788824486,"Internal","METZ",64.66496062992125,"60 inch"
"METZ","55MXD9500A","Australia,Fiji,New Zealand","China,Indonesia",138.554,8167.5,"OLED","0.39",103.3,424,"Approved","Single product class","Available",4,4.000700737851957,"Internal","METZ",54.548818897637794,"50 inch"
"SAMSUNG ELECTRONICS","UA40T6500AS","Australia,Fiji,New Zealand","Vietnam",100.305,4258.3,"LCD (LED)","0.5",59,218,"Approved","Single product class","Available",4,4.376857615002824,"Internal","SAMSUNG ELECTRONICS",39.49015748031496,"40 inch"
"PHILIPS","24HFL3011T/12","Australia,Fiji,New Zealand","Poland",59.687,1523.6000000000001,"LCD (LED)","-",17.38,65,"Approved","Single product class","Available",6,6.206406424105242,"Internal","PHILIPS",23.498818897637793,"24 inch"
"PHILIPS","43HFL5011T/12","Australia,Fiji,New Zealand","Poland",108.037,4983.18,"LCD (LED)","-",43.23,160,"Approved","Single product class","Available",6,6.374499841331531,"Internal","PHILIPS",42.53425196850394,"40 inch"
"PHILIPS","49HFL5011T/12","Australia,Fiji,New Zealand","Poland",123.17,6476.22,"LCD (LED)","-",47.37,175,"Approved","Single product class","Available",7,7.01820175064728,"Internal","PHILIPS",48.49212598425197,"48 inch"
"PHILIPS","55HFL5011T/12","Australia,Fiji,New Zealand","Poland",138.935,8246.909999999998,"LCD (LED)","-",54.84,202,"Approved","Single product class","Available",7,7.363472126667125,"Internal","PHILIPS",54.69881889763779,"50 inch"
"PHILIPS","65HFL7111T/12","Australia,Fiji,New Zealand","Poland",163.655,11450.779999999999,"LCD (LED)","-",131.3,483,"Approved","Single product class","Available",4.5,4.8284525181425515,"Internal","PHILIPS",64.43110236220473,"60 inch"
"PHILIPS","55HFL7011T/12","Australia,Fiji,New Zealand","Poland",138.798,8228,"LCD (LED)","-",140.3,514,"Approved","Single product class","Available",3,3.1685433369151603,"Internal","PHILIPS",54.64488188976378,"50 inch"
"Veon","VN58ID7021B","New Zealand","China",145.865,9142.279999999999,"LCD (LED)","0.35",105.8,468,"Approved","Single product class","Available",4,4.025599758439423,"Internal","VEON",57.42716535433071,"60 inch"
"Veon","VN50ID7021B","New Zealand","China",125.736,6767.099999999999,"LCD (LED)","0.33",82.7,345,"Approved","Single product class","Available",4,4.1544565935330064,"Internal","VEON",49.50236220472441,"48 inch"
